,uniq_id,product_name,main_category,tokenized_description,cleaned_description,nb_tokens,nb_char
10,920154acbe49d3202ed7d2ed2df1ea13,"Calibro SW-125 Analog-Digital Watch  - For Men, Boys",Watches,"['analog', 'watch', 'men', 'present', 'black', 'dial', 'round', 'watch', 'watch', 'add', 'style', 'statement', 'known', 'appealing', 'watch', 'need', 'youth', 'well', 'present', 'wide', 'watch', 'style', 'youthful', 'approach', 'well', 'get', 'one', 'see', 'lead', 'style', 'finish', 'matter', 'present', 'black', 'dial', 'round', 'watch', 'watch', 'add', 'style', 'statement', 'known', 'appealing', 'watch', 'need', 'youth', 'well', 'present', 'wide', 'watch', 'style', 'youthful', 'approach', 'well', 'get', 'one', 'see', 'lead', 'style', 'finish', 'matter']",analog watch men present black dial round watch watch add style statement known appealing watch need youth well present wide watch style youthful approach well get one see lead style finish matter present black dial round watch watch add style statement known appealing watch need youth well present wide watch style youthful approach well get one see lead style finish matter,61,376
11,08452abdadb3db1e686b94a9c52fc7b6,"Cartier W6701005 Analog Watch  - For Boys, Men",Watches,"['cartier', 'analog', 'watch', 'men', 'cartier', 'analog', 'watch', 'men', 'india', 'great', 'discount']",cartier analog watch men cartier analog watch men india great discount,11,70
12,1e8741b5ae27a513546c94b3f3312aee,"Lois Caron LCS-4032 Analog Watch  - For Boys, Men",Watches,"['caron', 'analog', 'watch', 'men', 'caron', 'analog', 'watch', 'men', 'india', 'great', 'discount']",caron analog watch men caron analog watch men india great discount,11,66
13,189fa66a5fa6f08d2802a62ecf0be298,"Titan 1639SL03 Analog Watch  - For Boys, Men",Watches,"['titan', 'analog', 'watch', 'men', 'titan', 'analog', 'watch', 'men', 'india', 'great', 'discount']",titan analog watch men titan analog watch men india great discount,11,66
14,bbb8cdc5406ff60ff06ff64630f2ca47,"Srushti Art Jewelry Megnet_Led_Sport_BlackRed1 Digital Watch  - For Men, Women, Boys, Girls",Watches,"['art', 'watch', 'men', 'art', 'watch', 'men', 'india', 'led', 'watch', 'sport', 'led', 'watch', 'fresh', 'latest', 'men', 'wrist', 'watch', 'great', 'discount']",art watch men art watch men india led watch sport led watch fresh latest men wrist watch great discount,19,103
15,1120bc768623572513df956172ffefeb,"Escort E-1700-906_Blk Analog Watch  - For Men, Boys",Watches,"['escort', 'analog', 'watch', 'men', 'flaunt', 'mantra', 'hit', 'street', 'style', 'black', 'analog', 'watch', 'men', 'escort', 'add', 'appeal', 'worn', 'flaunt', 'mantra', 'hit', 'street', 'style', 'black', 'analog', 'watch', 'men', 'escort', 'add', 'appeal', 'worn']",escort analog watch men flaunt mantra hit street style black analog watch men escort add appeal worn flaunt mantra hit street style black analog watch men escort add appeal worn,30,177
16,5479bb7028827d60000720a2c135976a,Jack klein BlackLed Digital Watch  - For Boys,Watches,"['jack', 'watch', 'jack', 'watch', 'india', 'great', 'discount']",jack watch jack watch india great discount,7,42
17,733aa1e801a139fa8dc7be9f0eff5ee0,"North Moon IW-005-FK Silicone Ion Digital Watch  - For Boys, Girls, Women",Watches,"['north', 'moon', 'ion', 'watch', 'north', 'moon', 'ion', 'watch', 'india', 'great', 'discount']",north moon ion watch north moon ion watch india great discount,11,62
18,62c35de4df27437d3597963fac55a8b6,"Franck Bella FB74C Analog Watch  - For Boys, Men",Watches,"['bella', 'analog', 'watch', 'men', 'bella', 'analog', 'watch', 'men', 'india', 'great', 'discount']",bella analog watch men bella analog watch men india great discount,11,66
19,33d97d63c037078cd3f08033966d6a88,Ridas Apl_led_black Apple Shape Digital Watch  - For Boys,Watches,"['shape', 'watch', 'shape', 'watch', 'india', 'great', 'discount']",shape watch shape watch india great discount,7,44
20,d7ca2b06b4f4d3b98c61c377b18a2d6b,"Skmei AD1057-Dark-Orange Sports Analog-Digital Watch  - For Men, Boys",Watches,"['dark', 'sport', 'analog', 'watch', 'men', 'dark', 'sport', 'analog', 'watch', 'men', 'dark', 'india', 'chronograph', 'alarm', 'watch', 'function', 'date', 'month', 'display', 'great', 'discount']",dark sport analog watch men dark sport analog watch men dark india chronograph alarm watch function date month display great discount,21,133
21,f74476ba64365d97a5be7d375cbf4c7a,Now SP-ETHNIC Analog Watch  - For Boys,Watches,"['ethnic', 'analog', 'watch', 'ethnic', 'analog', 'watch', 'ethnic', 'india', 'great', 'discount']",ethnic analog watch ethnic analog watch ethnic india great discount,10,67
22,fda50982a672ef8835de5c1cc86f8bfc,"Franck Bella FB127A Analog Watch  - For Boys, Men",Watches,"['bella', 'analog', 'watch', 'men', 'bella', 'analog', 'watch', 'men', 'india', 'great', 'discount']",bella analog watch men bella analog watch men india great discount,11,66
23,4788f5466992da09024b8ffcc8a5cba4,"Skmei DG0939-Red Sports Digital Watch  - For Men, Boys",Watches,"['red', 'sport', 'watch', 'men', 'red', 'sport', 'watch', 'men', 'red', 'india', 'chronograph', 'alarm', 'watch', 'function', 'date', 'month', 'display', 'great', 'discount']",red sport watch men red sport watch men red india chronograph alarm watch function date month display great discount,19,116
24,653826cd53f1d9e2c086c0ac7846ef70,"fastrack 38015PL01 Analog Watch  - For Men, Boys",Watches,"['analog', 'watch', 'men', 'analog', 'watch', 'men', 'india', 'stainless', 'back', 'cover', 'case', 'construction', 'rugged', 'look', 'shock', 'high', 'precision', 'quartz', 'movement', 'great', 'discount']",analog watch men analog watch men india stainless back cover case construction rugged look shock high precision quartz movement great discount,21,142
25,3c74db45cbfc14a78b8466dca494b3bb,"Alfajr WQ18 Qibla Compass Digital Watch  - For Men, Boys, Girls",Watches,"['compass', 'watch', 'men', 'compass', 'watch', 'men', 'india', 'compass', 'time', 'great', 'discount']",compass watch men compass watch men india compass time great discount,11,69
26,4aa047f14885c74f155ce5f973e14dff,"Disney 98189 Analog Watch  - For Boys, Girls",Watches,"['analog', 'watch', 'analog', 'watch', 'india', 'great', 'discount']",analog watch analog watch india great discount,7,46
27,7c4fec2331da8d40f2cb146eb198cb57,Disney DW100405 Digital Watch  - For Boys,Watches,"['watch', 'watch', 'india', 'great', 'discount']",watch watch india great discount,5,32
28,b52073e7ed9c00c4108cae4eb0c49c1a,"Vizion 8502-7PURPLE Sports Series Digital Watch  - For Boys, Girls",Watches,"['sport', 'watch', 'sport', 'watch', 'kid', 'year', 'display', 'movement', 'metal', 'case', 'solid', 'dial', 'shape', 'round', 'dial', 'strap', 'strap', 'night', 'display', 'cold', 'alarm', 'hour', 'second', 'date', 'week', 'display', 'hour', 'format', 'tuff', 'plastic', 'note', 'case', 'non', 'receipt', 'card', 'within', 'hour', 'may', 'due', 'monitor', 'enlarged', 'better', 'sport', 'watch', 'kid', 'year', 'display', 'movement', 'metal', 'case', 'solid', 'dial', 'shape', 'round', 'dial', 'strap', 'strap', 'night', 'display', 'cold', 'alarm', 'hour', 'second', 'date', 'week', 'display', 'hour', 'format', 'tuff', 'plastic', 'note', 'case', 'non', 'receipt', 'card', 'within', 'hour', 'may', 'due', 'monitor', 'enlarged', 'better']",sport watch sport watch kid year display movement metal case solid dial shape round dial strap strap night display cold alarm hour second date week display hour format tuff plastic note case non receipt card within hour may due monitor enlarged better sport watch kid year display movement metal case solid dial shape round dial strap strap night display cold alarm hour second date week display hour format tuff plastic note case non receipt card within hour may due monitor enlarged better,82,491
29,ee8d9ff65e0fe4278afce7c933d30941,"Elantra S 10 Analog Watch  - For Boys, Men",Watches,"['analog', 'watch', 'men', 'analog', 'watch', 'men', 'india', 'great', 'discount']",analog watch men analog watch men india great discount,9,54
30,788dc3a3da91c0f46a7c465e07f91dd4,"Marvel DW100243 Digital Watch  - For Boys, Girls",Watches,"['marvel', 'watch', 'marvel', 'watch', 'india', 'clasp', 'strap', 'dial', 'great', 'discount']",marvel watch marvel watch india clasp strap dial great discount,10,63
31,29b1ca231e10d5269516b80bf9d0dffc,"Lenco Bdblue Tango Analog Watch  - For Men, Boys",Watches,"['tango', 'analog', 'watch', 'men', 'tango', 'analog', 'watch', 'men', 'india', 'sport', 'watch', 'casual', 'watch', 'big', 'dial', 'strap', 'great', 'discount']",tango analog watch men tango analog watch men india sport watch casual watch big dial strap great discount,18,106
32,8b268c1e68f198ae2e934717d49f48e9,"D'Signer 681GM_WHT Analog Watch  - For Men, Boys",Watches,"['signer', 'analog', 'watch', 'men', 'signer', 'analog', 'watch', 'men', 'india', 'great', 'discount']",signer analog watch men signer analog watch men india great discount,11,68
33,b85f8843bb1c297dd5712f0bd287006d,SANTOSH ROYAL FASHION Cotton Embroidered Diwan Set,Home Furnishing,"['royal', 'fashion', 'content', 'sheet', 'cushion', 'cover', 'royal', 'fashion', 'add', 'style', 'decor', 'item', 'promise', 'deliver', 'royal', 'fashion', 'royal', 'fashion', 'pattern', 'style', 'code', 'bolster', 'cover', 'cushion', 'cover', 'sheet', 'cushion', 'cover', 'sheet', 'content', 'sheet', 'cushion', 'cover', 'bolster', 'cover', 'fabric', 'soak']",royal fashion content sheet cushion cover royal fashion add style decor item promise deliver royal fashion royal fashion pattern style code bolster cover cushion cover sheet cushion cover sheet content sheet cushion cover bolster cover fabric soak,37,247
34,a4b09aa7927c59fbb39960b3d7919909,House This Queen Cotton Duvet Cover,Home Furnishing,"['queen', 'duvet', 'cover', 'outer', 'inner', 'duvet', 'cover', 'duvet', 'cover', 'queen', 'duvet', 'cover', 'grey', 'button', 'code', 'pattern', 'thread', 'count', 'style', 'code', 'smart', 'black', 'grey', 'queen', 'grey', 'content', 'fabric', 'soak']",queen duvet cover outer inner duvet cover duvet cover queen duvet cover grey button code pattern thread count style code smart black grey queen grey content fabric soak,28,168
35,81e739c7f3be737152f2e6f520e3494b,Riva Carpets Cotton Free Bath Mat Classic Loop Shag Bathmat_RI-527,Home Furnishing,"['carpet', 'bath', 'mat', 'classic', 'loop']",carpet bath mat classic loop,5,28
36,f0938b0d88eac91deee6d5add54097d3,Myesquire Ceramic Burner Pot Lemongrass Liquid Air Freshener,Home Decor Festive Needs,"['burner', 'pot', 'liquid', 'air', 'every', 'corner', 'living', 'room', 'style', 'electric', 'burner', 'brought', 'money', 'aroma', 'burner', 'use', 'put', 'small', 'amount', 'tea', 'spoon', 'aroma', 'oil', 'bowl', 'tea', 'oil', 'heat', 'spread', 'room', 'enjoy', 'aroma', 'keep', 'away', 'child', 'hot', 'every', 'corner', 'living', 'room', 'style', 'electric', 'burner', 'brought', 'money', 'aroma', 'burner', 'use', 'put', 'small', 'amount', 'tea', 'spoon', 'aroma', 'oil', 'bowl', 'tea', 'oil', 'heat', 'spread', 'room', 'enjoy', 'aroma', 'keep', 'away', 'child', 'hot']",burner pot liquid air every corner living room style electric burner brought money aroma burner use put small amount tea spoon aroma oil bowl tea oil heat spread room enjoy aroma keep away child hot every corner living room style electric burner brought money aroma burner use put small amount tea spoon aroma oil bowl tea oil heat spread room enjoy aroma keep away child hot,66,375
37,e9420e9483f16db81c64dddf99f34841,Dungri India Craft Ducjug010-ducgl012-2 Jug Glass Set,Kitchen Dining,"['india', 'craft', 'jug', 'glass', 'jug', 'height', 'depth', 'weight', 'gram', 'india', 'craft', 'jug', 'glass', 'copper', 'copper', 'utensil', 'copper', 'ware', 'prevent', 'spread', 'many', 'test', 'bacteria', 'copper', 'alloy', 'copper', 'content', 'within', 'hour', 'research', 'stainless', 'three', 'copper', 'within', 'copper', 'ware', 'use', 'copper', 'bear', 'everlasting', 'appeal', 'fact', 'copper', 'ware', 'life', 'help', 'good', 'health', 'old', 'vedic', 'time', 'clean', 'hand', 'avoid', 'use', 'solution', 'equal', 'lemon', 'time', 'use', 'avoid', 'like', 'wool', 'soft', 'liquid', 'soap', 'base', 'hot', 'soft', 'cloth', 'use', 'india', 'craft', 'jug', 'glass', 'copper', 'india', 'craft', 'glass', 'jug', 'glass', 'glass', 'shape', 'tumbler', 'copper', 'per', 'glass', 'jug', 'gold', 'jug', 'height', 'glass', 'jug', 'depth', 'glass', 'height', 'weight', 'gram', 'jug', 'glass', 'safe', 'better', 'power']",india craft jug glass jug height depth weight gram india craft jug glass copper copper utensil copper ware prevent spread many test bacteria copper alloy copper content within hour research stainless three copper within copper ware use copper bear everlasting appeal fact copper ware life help good health old vedic time clean hand avoid use solution equal lemon time use avoid like wool soft liquid soap base hot soft cloth use india craft jug glass copper india craft glass jug glass glass shape tumbler copper per glass jug gold jug height glass jug depth glass height weight gram jug glass safe better power,103,611
38,a3dea07b2f7bf48276d32513091be717,BFT 6 W LED Bulb,Kitchen Dining,"['led', 'bulb', 'bulb', 'led', 'bulb', 'white', 'new', 'led', 'led', 'lamp', 'led', 'bulb', 'white', 'glass', 'bulb', 'base', 'white', 'bulb', 'led', 'power', 'power', 'bulb']",led bulb bulb led bulb white new led led lamp led bulb white glass bulb base white bulb led power power bulb,22,108
39,66191b4a311b5d9babfc00a71ef97c5b,JMD Printed Cushions Cover,Home Furnishing,"['cushion', 'cover', 'made', 'cushion', 'cover', 'cushion', 'code', 'style', 'code', 'pattern', 'height', 'content', 'cushion', 'pillow', 'cover']",cushion cover made cushion cover cushion code style code pattern height content cushion pillow cover,15,100
40,90e56526f4c5892beac49f262b85150a,Mom and Kid Baby Girl's Printed Green Top & Pyjama Set,Baby Care,"['kid', 'green', 'top', 'pyjama', 'fabric', 'green', 'kid', 'green', 'top', 'pyjama', 'pyjama', 'kid', 'green', 'top', 'pyjama', 'pattern', 'night', 'suit', 'fabric', 'top', 'pyjama', 'neck', 'round', 'neck', 'top', 'pyjama']",kid green top pyjama fabric green kid green top pyjama pyjama kid green top pyjama pattern night suit fabric top pyjama neck round neck top pyjama,26,146
41,a79117ea49a0533f641facdb4c99f502,Kripa's Printed Cushions Cover,Home Furnishing,"['cushion', 'cover', 'cushion', 'cover', 'grey', 'cushion', 'code', 'style', 'code', 'pattern', 'grey', 'height', 'content']",cushion cover cushion cover grey cushion code style code pattern grey height content,13,84
42,5325213d84c80ad310b6e4b37a1ac824,"Mom and Kid Baby Girl's Printed Blue, Grey Top & Pyjama Set",Baby Care,"['kid', 'blue', 'grey', 'top', 'pyjama', 'fabric', 'blue', 'grey', 'kid', 'blue', 'grey', 'top', 'pyjama', 'kid', 'blue', 'grey', 'top', 'pyjama', 'pattern', 'night', 'suit', 'content', 'fabric', 'top', 'pyjama', 'neck', 'round', 'top', 'pyjama']",kid blue grey top pyjama fabric blue grey kid blue grey top pyjama kid blue grey top pyjama pattern night suit content fabric top pyjama neck round top pyjama,29,158
43,2d50e4c6ccf8befe9335ac8f97a11712,Burt s Bees Hair Repair Shea And Grapefruit Deep Conditioner,Beauty and Personal Care,"['burt', 'bee', 'hair', 'repair', 'shea', 'grapefruit', 'deep', 'deep', 'hair', 'condition', 'hair', 'hair', 'hair', 'burt', 'bee', 'hair', 'repair', 'shea', 'grapefruit', 'deep', 'trait', 'hair', 'condition', 'hair', 'hair', 'hair', 'deep', 'trait', 'burt', 'bee', 'name', 'hair', 'repair', 'shea', 'grapefruit', 'deep']",burt bee hair repair shea grapefruit deep deep hair condition hair hair hair burt bee hair repair shea grapefruit deep trait hair condition hair hair hair deep trait burt bee name hair repair shea grapefruit deep,36,212
44,8050d31bffe6827c804b8222338aafb2,AKUP i-loves-music Ceramic Mug,Kitchen Dining,"['love', 'music', 'mug', 'mug', 'love', 'music', 'mug', 'mug', 'give', 'mug', 'one', 'good', 'mug', 'made', 'clay', 'make', 'moment', 'mug', 'height', 'item', 'mug', 'clay', 'finish', 'style', 'dirt', 'soft', 'fabric', 'clean', 'wipe', 'moist', 'cloth', 'fine', 'pattern', 'tone', 'may', 'shown', 'would', 'love', 'music', 'mug', 'mug', 'mug', 'freezer', 'safe', 'safe', 'weight', 'height', 'depth', 'mug']",love music mug mug love music mug mug give mug one good mug made clay make moment mug height item mug clay finish style dirt soft fabric clean wipe moist cloth fine pattern tone may shown would love music mug mug mug freezer safe safe weight height depth mug,49,258
45,493d1eb6ad7a48a926092bf994cd0bb0,AKUP i-love-my-mom Ceramic Mug,Kitchen Dining,"['love', 'mug', 'mug', 'love', 'mug', 'mug', 'give', 'mug', 'one', 'good', 'mug', 'made', 'clay', 'make', 'moment', 'mug', 'height', 'item', 'mug', 'clay', 'finish', 'style', 'dirt', 'soft', 'fabric', 'clean', 'wipe', 'moist', 'cloth', 'fine', 'pattern', 'tone', 'may', 'shown', 'would', 'love', 'mug', 'mug', 'mug', 'freezer', 'safe', 'safe', 'weight', 'height', 'depth', 'mug']",love mug mug love mug mug give mug one good mug made clay make moment mug height item mug clay finish style dirt soft fabric clean wipe moist cloth fine pattern tone may shown would love mug mug mug freezer safe safe weight height depth mug,46,240
46,3388d05e88972ff9f3e1321dc0cfdc28,AKUP keep-calm Ceramic Mug,Kitchen Dining,"['keep', 'calm', 'mug', 'mug', 'keep', 'calm', 'mug', 'mug', 'give', 'mug', 'one', 'good', 'mug', 'made', 'clay', 'make', 'moment', 'mug', 'height', 'item', 'mug', 'clay', 'finish', 'style', 'dirt', 'soft', 'fabric', 'clean', 'wipe', 'moist', 'cloth', 'fine', 'pattern', 'tone', 'may', 'shown', 'would', 'keep', 'calm', 'mug', 'mug', 'mug', 'freezer', 'safe', 'safe', 'weight', 'height', 'depth', 'mug']",keep calm mug mug keep calm mug mug give mug one good mug made clay make moment mug height item mug clay finish style dirt soft fabric clean wipe moist cloth fine pattern tone may shown would keep calm mug mug mug freezer safe safe weight height depth mug,49,255
47,d1899ab1d5c79ddaa311bc9f04d198ed,D-Link DAP1320,Computers,"['link', 'io', 'android', 'link', 'white', 'speed', 'wireless', 'speed', 'speed', 'link', 'plug', 'white', 'repair', 'weight', 'antenna', 'antenna', 'standard', 'condition', 'non', 'non']",link io android link white speed wireless speed speed link plug white repair weight antenna antenna standard condition non non,20,126
48,e7cab08a267e815c72a26513222783e0,AKUP league-of-legends Ceramic Mug,Kitchen Dining,"['legend', 'mug', 'mug', 'legend', 'mug', 'mug', 'give', 'mug', 'one', 'good', 'mug', 'made', 'clay', 'make', 'moment', 'mug', 'height', 'item', 'mug', 'clay', 'finish', 'style', 'dirt', 'soft', 'fabric', 'clean', 'wipe', 'moist', 'cloth', 'fine', 'pattern', 'tone', 'may', 'shown', 'would', 'legend', 'mug', 'mug', 'mug', 'freezer', 'safe', 'safe', 'weight', 'height', 'depth', 'mug']",legend mug mug legend mug mug give mug one good mug made clay make moment mug height item mug clay finish style dirt soft fabric clean wipe moist cloth fine pattern tone may shown would legend mug mug mug freezer safe safe weight height depth mug,46,246
49,02a53d335775b652f22f41b529b9d646,Suave Naturals Everlasting Sunshine Conditioner,Beauty and Personal Care,"['everlasting', 'hair', 'condition', 'hair', 'hair', 'hair', 'everlasting', 'trait', 'hair', 'condition', 'hair', 'hair', 'hair', 'trait', 'name', 'everlasting']",everlasting hair condition hair hair hair everlasting trait hair condition hair hair hair trait name everlasting,16,112
50,69446af66066146718cd569f87e99fff,AKUP life-is-not-living Ceramic Mug,Kitchen Dining,"['life', 'living', 'mug', 'mug', 'life', 'living', 'mug', 'mug', 'give', 'mug', 'one', 'good', 'mug', 'made', 'clay', 'make', 'moment', 'mug', 'height', 'item', 'mug', 'clay', 'finish', 'style', 'dirt', 'soft', 'fabric', 'clean', 'wipe', 'moist', 'cloth', 'fine', 'pattern', 'tone', 'may', 'shown', 'would', 'life', 'living', 'mug', 'mug', 'mug', 'freezer', 'safe', 'safe', 'weight', 'height', 'depth', 'mug']",life living mug mug life living mug mug give mug one good mug made clay make moment mug height item mug clay finish style dirt soft fabric clean wipe moist cloth fine pattern tone may shown would life living mug mug mug freezer safe safe weight height depth mug,49,261
51,b4d35b6536b623c83b293eb3a1c02bba,RoQ Slim Multimedia 105key Flexible Wired USB Flexible Keyboard,Computers,"['slim', 'keyboard', 'slim', 'keyboard', 'white', 'environment', 'fit', 'keyboard', 'help', 'prevent', 'spread', 'germ', 'public', 'place', 'use', 'school', 'hospital', 'clean', 'keyboard', 'keyboard', 'good', 'use', 'area', 'outdoor', 'good', 'match', 'use', 'used', 'keyboard', 'may', 'push', 'bit', 'get', 'output', 'plug', 'weight', 'operation', 'slim', 'keyboard', 'white', 'slim', 'keyboard', 'keyboard', 'name', 'slim', 'keyboard', 'white']",slim keyboard slim keyboard white environment fit keyboard help prevent spread germ public place use school hospital clean keyboard keyboard good use area outdoor good match use used keyboard may push bit get output plug weight operation slim keyboard white slim keyboard keyboard name slim keyboard white,47,305
52,f01140c02fd09e5c56312a64fa8db3da,Cookart Elegant S.S. Handi With Hot Pot Pack of 4 Casserole Set,Kitchen Dining,"['handi', 'hot', 'pot', 'cook', 'handi', 'hot', 'pot', 'perfect', 'fusion', 'style', 'stainless', 'handi', 'perfect', 'kitchen', 'made', 'stainless', 'high', 'take', 'health', 'handi', 'handi', 'hot', 'pot', 'use', 'safe', 'cook', 'name', 'handi', 'hot', 'pot', 'stainless', 'silver', 'lid', 'included', 'non', 'stick', 'handi']",handi hot pot cook handi hot pot perfect fusion style stainless handi perfect kitchen made stainless high take health handi handi hot pot use safe cook name handi hot pot stainless silver lid included non stick handi,37,216
53,6329ddb46087cb8c09ced95471dd9643,JRB 1038 Smallest Mobile Powered By OTG Enabled Android Smart Phone Portable 1038 USB Fan,Computers,"['android', 'smart', 'phone', 'fan', 'system', 'android', 'smart', 'phone', 'plastic', 'android', 'smart', 'phone', 'fan', 'fan', 'name', 'android', 'smart', 'phone', 'plastic', 'system', 'android', 'smart', 'phone', 'micro', 'fan']",android smart phone fan system android smart phone plastic android smart phone fan fan name android smart phone plastic system android smart phone micro fan,25,156
